"","Quarter","Region","State","Purpose","Trips"
"19385",1999-01-01,"South Coast","New South Wales","Visiting",267.4890295
"19386",1999-04-01,"South Coast","New South Wales","Visiting",232.6431361
"19387",1999-07-01,"South Coast","New South Wales","Visiting",165.64605
"19388",1999-10-01,"South Coast","New South Wales","Visiting",217.3189804
"19389",2000-01-01,"South Coast","New South Wales","Visiting",285.0429406
"19390",2000-04-01,"South Coast","New South Wales","Visiting",187.8558549
"19391",2000-07-01,"South Coast","New South Wales","Visiting",188.3161842
"19392",2000-10-01,"South Coast","New South Wales","Visiting",228.739112
"19393",2001-01-01,"South Coast","New South Wales","Visiting",231.6326373
"19394",2001-04-01,"South Coast","New South Wales","Visiting",308.5124543
"19395",2001-07-01,"South Coast","New South Wales","Visiting",167.7714136
"19396",2001-10-01,"South Coast","New South Wales","Visiting",233.5193372
"19397",2002-01-01,"South Coast","New South Wales","Visiting",249.6084899
"19398",2002-04-01,"South Coast","New South Wales","Visiting",259.0186676
"19399",2002-07-01,"South Coast","New South Wales","Visiting",269.4797
"19400",2002-10-01,"South Coast","New South Wales","Visiting",262.4645049
"19401",2003-01-01,"South Coast","New South Wales","Visiting",290.6859974
"19402",2003-04-01,"South Coast","New South Wales","Visiting",246.604179
"19403",2003-07-01,"South Coast","New South Wales","Visiting",252.9095711
"19404",2003-10-01,"South Coast","New South Wales","Visiting",266.089547
"19405",2004-01-01,"South Coast","New South Wales","Visiting",350.5147853
"19406",2004-04-01,"South Coast","New South Wales","Visiting",270.2438784
"19407",2004-07-01,"South Coast","New South Wales","Visiting",221.0398733
"19408",2004-10-01,"South Coast","New South Wales","Visiting",227.7315506
"19409",2005-01-01,"South Coast","New South Wales","Visiting",301.8841313
"19410",2005-04-01,"South Coast","New South Wales","Visiting",176.7050488
"19411",2005-07-01,"South Coast","New South Wales","Visiting",147.2371349
"19412",2005-10-01,"South Coast","New South Wales","Visiting",250.023619
"19413",2006-01-01,"South Coast","New South Wales","Visiting",308.187333
"19414",2006-04-01,"South Coast","New South Wales","Visiting",203.083095
"19415",2006-07-01,"South Coast","New South Wales","Visiting",169.146966
"19416",2006-10-01,"South Coast","New South Wales","Visiting",265.986736
"19417",2007-01-01,"South Coast","New South Wales","Visiting",242.2742188
"19418",2007-04-01,"South Coast","New South Wales","Visiting",209.2344357
"19419",2007-07-01,"South Coast","New South Wales","Visiting",179.3130244
"19420",2007-10-01,"South Coast","New South Wales","Visiting",221.7780684
"19421",2008-01-01,"South Coast","New South Wales","Visiting",314.8571686
"19422",2008-04-01,"South Coast","New South Wales","Visiting",212.4608073
"19423",2008-07-01,"South Coast","New South Wales","Visiting",197.1542558
"19424",2008-10-01,"South Coast","New South Wales","Visiting",242.814771
"19425",2009-01-01,"South Coast","New South Wales","Visiting",289.385043
"19426",2009-04-01,"South Coast","New South Wales","Visiting",213.5882794
"19427",2009-07-01,"South Coast","New South Wales","Visiting",128.7751758
"19428",2009-10-01,"South Coast","New South Wales","Visiting",208.0722135
"19429",2010-01-01,"South Coast","New South Wales","Visiting",244.6789535
"19430",2010-04-01,"South Coast","New South Wales","Visiting",159.0965394
"19431",2010-07-01,"South Coast","New South Wales","Visiting",205.8490624
"19432",2010-10-01,"South Coast","New South Wales","Visiting",199.9347354
"19433",2011-01-01,"South Coast","New South Wales","Visiting",226.1759997
"19434",2011-04-01,"South Coast","New South Wales","Visiting",232.3327855
"19435",2011-07-01,"South Coast","New South Wales","Visiting",210.6414507
"19436",2011-10-01,"South Coast","New South Wales","Visiting",228.2171855
"19437",2012-01-01,"South Coast","New South Wales","Visiting",339.8465896
"19438",2012-04-01,"South Coast","New South Wales","Visiting",235.6356929
"19439",2012-07-01,"South Coast","New South Wales","Visiting",177.0030087
"19440",2012-10-01,"South Coast","New South Wales","Visiting",249.2466177
"19441",2013-01-01,"South Coast","New South Wales","Visiting",261.7815829
"19442",2013-04-01,"South Coast","New South Wales","Visiting",207.6543091
"19443",2013-07-01,"South Coast","New South Wales","Visiting",182.4014999
"19444",2013-10-01,"South Coast","New South Wales","Visiting",289.1617607
"19445",2014-01-01,"South Coast","New South Wales","Visiting",361.352467
"19446",2014-04-01,"South Coast","New South Wales","Visiting",274.1416328
"19447",2014-07-01,"South Coast","New South Wales","Visiting",206.3457152
"19448",2014-10-01,"South Coast","New South Wales","Visiting",315.5034952
"19449",2015-01-01,"South Coast","New South Wales","Visiting",337.1030157
"19450",2015-04-01,"South Coast","New South Wales","Visiting",233.6067971
"19451",2015-07-01,"South Coast","New South Wales","Visiting",223.7993921
"19452",2015-10-01,"South Coast","New South Wales","Visiting",288.1671883
"19453",2016-01-01,"South Coast","New South Wales","Visiting",290.9644488
"19454",2016-04-01,"South Coast","New South Wales","Visiting",300.3848568
"19455",2016-07-01,"South Coast","New South Wales","Visiting",208.5450997
"19456",2016-10-01,"South Coast","New South Wales","Visiting",349.6913172
"19457",1998-01-01,"Spa Country","Victoria","Business",4.9638252
"19458",1998-04-01,"Spa Country","Victoria","Business",0
"19459",1998-07-01,"Spa Country","Victoria","Business",3.665516
"19460",1998-10-01,"Spa Country","Victoria","Business",0
"19461",1999-01-01,"Spa Country","Victoria","Business",4.7993575
"19462",1999-04-01,"Spa Country","Victoria","Business",2.3460104
"19463",1999-07-01,"Spa Country","Victoria","Business",3.2506585
"19464",1999-10-01,"Spa Country","Victoria","Business",2.0915779
"19465",2000-01-01,"Spa Country","Victoria","Business",7.7464326
"19466",2000-04-01,"Spa Country","Victoria","Business",6.1468027
"19467",2000-07-01,"Spa Country","Victoria","Business",4.4700575
"19468",2000-10-01,"Spa Country","Victoria","Business",0
"19469",2001-01-01,"Spa Country","Victoria","Business",8.7524263
"19470",2001-04-01,"Spa Country","Victoria","Business",0
"19471",2001-07-01,"Spa Country","Victoria","Business",0
"19472",2001-10-01,"Spa Country","Victoria","Business",3.2960315
"19473",2002-01-01,"Spa Country","Victoria","Business",3.0623712
"19474",2002-04-01,"Spa Country","Victoria","Business",0
"19475",2002-07-01,"Spa Country","Victoria","Business",2.46424
"19476",2002-10-01,"Spa Country","Victoria","Business",9.4228378
"19477",2003-01-01,"Spa Country","Victoria","Business",11.0636875
"19478",2003-04-01,"Spa Country","Victoria","Business",29.5338322
"19479",2003-07-01,"Spa Country","Victoria","Business",5.578921
"19480",2003-10-01,"Spa Country","Victoria","Business",2.6695959
"19481",2004-01-01,"Spa Country","Victoria","Business",2.2891827
"19482",2004-04-01,"Spa Country","Victoria","Business",1.3581504
"19483",2004-07-01,"Spa Country","Victoria","Business",8.0729638
"19484",2004-10-01,"Spa Country","Victoria","Business",9.7876395
"19485",2005-01-01,"Spa Country","Victoria","Business",8.2114076
"19486",2005-04-01,"Spa Country","Victoria","Business",4.3445787
"19487",2005-07-01,"Spa Country","Victoria","Business",3.977722
"19488",2005-10-01,"Spa Country","Victoria","Business",4.7271437
"19489",2006-01-01,"Spa Country","Victoria","Business",2.139783
"19490",2006-04-01,"Spa Country","Victoria","Business",2.080825
"19491",2006-07-01,"Spa Country","Victoria","Business",8.911613
"19492",2006-10-01,"Spa Country","Victoria","Business",1.00586
"19493",2007-01-01,"Spa Country","Victoria","Business",6.4490406
"19494",2007-04-01,"Spa Country","Victoria","Business",3.8822438
"19495",2007-07-01,"Spa Country","Victoria","Business",1.653255
"19496",2007-10-01,"Spa Country","Victoria","Business",2.2794096
"19497",2008-01-01,"Spa Country","Victoria","Business",0
"19498",2008-04-01,"Spa Country","Victoria","Business",2.6965591
"19499",2008-07-01,"Spa Country","Victoria","Business",2.6765625
"19500",2008-10-01,"Spa Country","Victoria","Business",1.5356866
"19501",2009-01-01,"Spa Country","Victoria","Business",1.8923626
"19502",2009-04-01,"Spa Country","Victoria","Business",2.1928864
"19503",2009-07-01,"Spa Country","Victoria","Business",4.0531369
"19504",2009-10-01,"Spa Country","Victoria","Business",2.2101515
"19505",2010-01-01,"Spa Country","Victoria","Business",0
"19506",2010-04-01,"Spa Country","Victoria","Business",0
"19507",2010-07-01,"Spa Country","Victoria","Business",3.4075959
"19508",2010-10-01,"Spa Country","Victoria","Business",4.7335261
"19509",2011-01-01,"Spa Country","Victoria","Business",7.308044
"19510",2011-04-01,"Spa Country","Victoria","Business",0
"19511",2011-07-01,"Spa Country","Victoria","Business",1.8038955
"19512",2011-10-01,"Spa Country","Victoria","Business",9.1591181
"19513",2012-01-01,"Spa Country","Victoria","Business",3.4481012
"19514",2012-04-01,"Spa Country","Victoria","Business",3.6097703
"19515",2012-07-01,"Spa Country","Victoria","Business",7.0002554
"19516",2012-10-01,"Spa Country","Victoria","Business",6.1994834
"19517",2013-01-01,"Spa Country","Victoria","Business",2.0816006
"19518",2013-04-01,"Spa Country","Victoria","Business",1.7776553
"19519",2013-07-01,"Spa Country","Victoria","Business",0
"19520",2013-10-01,"Spa Country","Victoria","Business",3.0629657
"19521",2014-01-01,"Spa Country","Victoria","Business",5.845582
"19522",2014-04-01,"Spa Country","Victoria","Business",6.4615898
"19523",2014-07-01,"Spa Country","Victoria","Business",3.2096486
"19524",2014-10-01,"Spa Country","Victoria","Business",1.1855845
"19525",2015-01-01,"Spa Country","Victoria","Business",2.501772
"19526",2015-04-01,"Spa Country","Victoria","Business",1.939892
"19527",2015-07-01,"Spa Country","Victoria","Business",5.9096079
"19528",2015-10-01,"Spa Country","Victoria","Business",0
"19529",2016-01-01,"Spa Country","Victoria","Business",7.5062147
"19530",2016-04-01,"Spa Country","Victoria","Business",4.9690475
"19531",2016-07-01,"Spa Country","Victoria","Business",1.865545
"19532",2016-10-01,"Spa Country","Victoria","Business",7.3190318
"19533",1998-01-01,"Spa Country","Victoria","Holiday",59.8966891
"19534",1998-04-01,"Spa Country","Victoria","Holiday",51.1649858
"19535",1998-07-01,"Spa Country","Victoria","Holiday",50.6442562
"19536",1998-10-01,"Spa Country","Victoria","Holiday",20.2433709
"19537",1999-01-01,"Spa Country","Victoria","Holiday",41.2885828
"19538",1999-04-01,"Spa Country","Victoria","Holiday",54.7124935
"19539",1999-07-01,"Spa Country","Victoria","Holiday",19.0920992
"19540",1999-10-01,"Spa Country","Victoria","Holiday",35.5072593
"19541",2000-01-01,"Spa Country","Victoria","Holiday",50.3223077
"19542",2000-04-01,"Spa Country","Victoria","Holiday",65.823654
"19543",2000-07-01,"Spa Country","Victoria","Holiday",26.3854712
"19544",2000-10-01,"Spa Country","Victoria","Holiday",39.334517
"19545",2001-01-01,"Spa Country","Victoria","Holiday",32.0802655
"19546",2001-04-01,"Spa Country","Victoria","Holiday",30.9574585
"19547",2001-07-01,"Spa Country","Victoria","Holiday",50.3179192
"19548",2001-10-01,"Spa Country","Victoria","Holiday",39.1259442
"19549",2002-01-01,"Spa Country","Victoria","Holiday",39.2429637
"19550",2002-04-01,"Spa Country","Victoria","Holiday",44.333953
"19551",2002-07-01,"Spa Country","Victoria","Holiday",60.4998557
"19552",2002-10-01,"Spa Country","Victoria","Holiday",47.8970526
"19553",2003-01-01,"Spa Country","Victoria","Holiday",29.4101749
"19554",2003-04-01,"Spa Country","Victoria","Holiday",44.1665216
"19555",2003-07-01,"Spa Country","Victoria","Holiday",34.6308941
"19556",2003-10-01,"Spa Country","Victoria","Holiday",69.7686568
"19557",2004-01-01,"Spa Country","Victoria","Holiday",32.2187524
"19558",2004-04-01,"Spa Country","Victoria","Holiday",60.9449167
"19559",2004-07-01,"Spa Country","Victoria","Holiday",58.8568315
"19560",2004-10-01,"Spa Country","Victoria","Holiday",24.1782926
"19561",2005-01-01,"Spa Country","Victoria","Holiday",43.8032135
"19562",2005-04-01,"Spa Country","Victoria","Holiday",44.2570357
"19563",2005-07-01,"Spa Country","Victoria","Holiday",51.831125
"19564",2005-10-01,"Spa Country","Victoria","Holiday",17.7858923
"19565",2006-01-01,"Spa Country","Victoria","Holiday",40.327072
"19566",2006-04-01,"Spa Country","Victoria","Holiday",59.507433
"19567",2006-07-01,"Spa Country","Victoria","Holiday",36.671711
"19568",2006-10-01,"Spa Country","Victoria","Holiday",49.989655
"19569",2007-01-01,"Spa Country","Victoria","Holiday",37.478965
"19570",2007-04-01,"Spa Country","Victoria","Holiday",47.3453836
"19571",2007-07-01,"Spa Country","Victoria","Holiday",37.4745701
"19572",2007-10-01,"Spa Country","Victoria","Holiday",51.7754225
"19573",2008-01-01,"Spa Country","Victoria","Holiday",66.1383475
"19574",2008-04-01,"Spa Country","Victoria","Holiday",70.9822542
"19575",2008-07-01,"Spa Country","Victoria","Holiday",55.4951452
"19576",2008-10-01,"Spa Country","Victoria","Holiday",27.1504628
"19577",2009-01-01,"Spa Country","Victoria","Holiday",31.636709
"19578",2009-04-01,"Spa Country","Victoria","Holiday",35.7361219
"19579",2009-07-01,"Spa Country","Victoria","Holiday",42.1628201
"19580",2009-10-01,"Spa Country","Victoria","Holiday",31.3549661
"19581",2010-01-01,"Spa Country","Victoria","Holiday",37.518335
"19582",2010-04-01,"Spa Country","Victoria","Holiday",49.4071923
"19583",2010-07-01,"Spa Country","Victoria","Holiday",38.3459947
"19584",2010-10-01,"Spa Country","Victoria","Holiday",36.7856079
"19585",2011-01-01,"Spa Country","Victoria","Holiday",55.9645663
"19586",2011-04-01,"Spa Country","Victoria","Holiday",54.7565405
"19587",2011-07-01,"Spa Country","Victoria","Holiday",43.1816515
"19588",2011-10-01,"Spa Country","Victoria","Holiday",27.8893267
"19589",2012-01-01,"Spa Country","Victoria","Holiday",52.3483998
"19590",2012-04-01,"Spa Country","Victoria","Holiday",53.2694542
"19591",2012-07-01,"Spa Country","Victoria","Holiday",42.8809965
"19592",2012-10-01,"Spa Country","Victoria","Holiday",27.4627179
"19593",2013-01-01,"Spa Country","Victoria","Holiday",24.0622502
"19594",2013-04-01,"Spa Country","Victoria","Holiday",48.0072966
"19595",2013-07-01,"Spa Country","Victoria","Holiday",52.7592207
"19596",2013-10-01,"Spa Country","Victoria","Holiday",43.9505178
"19597",2014-01-01,"Spa Country","Victoria","Holiday",57.8684881
"19598",2014-04-01,"Spa Country","Victoria","Holiday",42.7050328
"19599",2014-07-01,"Spa Country","Victoria","Holiday",35.7541355
"19600",2014-10-01,"Spa Country","Victoria","Holiday",40.2195711
"19601",2015-01-01,"Spa Country","Victoria","Holiday",69.9090865
"19602",2015-04-01,"Spa Country","Victoria","Holiday",64.815027
"19603",2015-07-01,"Spa Country","Victoria","Holiday",67.9340383
"19604",2015-10-01,"Spa Country","Victoria","Holiday",53.2076312
"19605",2016-01-01,"Spa Country","Victoria","Holiday",64.657376
"19606",2016-04-01,"Spa Country","Victoria","Holiday",68.2076319
"19607",2016-07-01,"Spa Country","Victoria","Holiday",51.2956016
"19608",2016-10-01,"Spa Country","Victoria","Holiday",85.7319852
"19609",1998-01-01,"Spa Country","Victoria","Other",0
"19610",1998-04-01,"Spa Country","Victoria","Other",0
"19611",1998-07-01,"Spa Country","Victoria","Other",0
"19612",1998-10-01,"Spa Country","Victoria","Other",0
"19613",1999-01-01,"Spa Country","Victoria","Other",5.2795646
"19614",1999-04-01,"Spa Country","Victoria","Other",0
"19615",1999-07-01,"Spa Country","Victoria","Other",4.4665666
"19616",1999-10-01,"Spa Country","Victoria","Other",0
"19617",2000-01-01,"Spa Country","Victoria","Other",5.7414195
"19618",2000-04-01,"Spa Country","Victoria","Other",1.2058809
"19619",2000-07-01,"Spa Country","Victoria","Other",0
"19620",2000-10-01,"Spa Country","Victoria","Other",3.56107
"19621",2001-01-01,"Spa Country","Victoria","Other",0
"19622",2001-04-01,"Spa Country","Victoria","Other",0
"19623",2001-07-01,"Spa Country","Victoria","Other",0
"19624",2001-10-01,"Spa Country","Victoria","Other",0
"19625",2002-01-01,"Spa Country","Victoria","Other",0
"19626",2002-04-01,"Spa Country","Victoria","Other",0
"19627",2002-07-01,"Spa Country","Victoria","Other",0
"19628",2002-10-01,"Spa Country","Victoria","Other",0
"19629",2003-01-01,"Spa Country","Victoria","Other",0
"19630",2003-04-01,"Spa Country","Victoria","Other",0
"19631",2003-07-01,"Spa Country","Victoria","Other",3.2089519
"19632",2003-10-01,"Spa Country","Victoria","Other",4.1242559
"19633",2004-01-01,"Spa Country","Victoria","Other",0
"19634",2004-04-01,"Spa Country","Victoria","Other",2.9687746
"19635",2004-07-01,"Spa Country","Victoria","Other",0
"19636",2004-10-01,"Spa Country","Victoria","Other",0
"19637",2005-01-01,"Spa Country","Victoria","Other",1.0315355
"19638",2005-04-01,"Spa Country","Victoria","Other",1.651637
"19639",2005-07-01,"Spa Country","Victoria","Other",2.1789671
"19640",2005-10-01,"Spa Country","Victoria","Other",0
"19641",2006-01-01,"Spa Country","Victoria","Other",18.643126
"19642",2006-04-01,"Spa Country","Victoria","Other",1.866071
"19643",2006-07-01,"Spa Country","Victoria","Other",5.057921
"19644",2006-10-01,"Spa Country","Victoria","Other",0.700541
"19645",2007-01-01,"Spa Country","Victoria","Other",1.6358188
"19646",2007-04-01,"Spa Country","Victoria","Other",0
"19647",2007-07-01,"Spa Country","Victoria","Other",3.2685227
"19648",2007-10-01,"Spa Country","Victoria","Other",6.4141625
"19649",2008-01-01,"Spa Country","Victoria","Other",0
"19650",2008-04-01,"Spa Country","Victoria","Other",3.8907553
"19651",2008-07-01,"Spa Country","Victoria","Other",4.6992187
"19652",2008-10-01,"Spa Country","Victoria","Other",0
"19653",2009-01-01,"Spa Country","Victoria","Other",0
"19654",2009-04-01,"Spa Country","Victoria","Other",0
"19655",2009-07-01,"Spa Country","Victoria","Other",1.142741
"19656",2009-10-01,"Spa Country","Victoria","Other",8.0266062
"19657",2010-01-01,"Spa Country","Victoria","Other",0
"19658",2010-04-01,"Spa Country","Victoria","Other",5.8214303
"19659",2010-07-01,"Spa Country","Victoria","Other",5.1046201
"19660",2010-10-01,"Spa Country","Victoria","Other",4.0653694
"19661",2011-01-01,"Spa Country","Victoria","Other",0
"19662",2011-04-01,"Spa Country","Victoria","Other",0
"19663",2011-07-01,"Spa Country","Victoria","Other",0
"19664",2011-10-01,"Spa Country","Victoria","Other",0
"19665",2012-01-01,"Spa Country","Victoria","Other",7.0661133
"19666",2012-04-01,"Spa Country","Victoria","Other",0
"19667",2012-07-01,"Spa Country","Victoria","Other",0
"19668",2012-10-01,"Spa Country","Victoria","Other",0
"19669",2013-01-01,"Spa Country","Victoria","Other",0
"19670",2013-04-01,"Spa Country","Victoria","Other",5.0074667
"19671",2013-07-01,"Spa Country","Victoria","Other",0
"19672",2013-10-01,"Spa Country","Victoria","Other",9.9058106
"19673",2014-01-01,"Spa Country","Victoria","Other",3.8244737
"19674",2014-04-01,"Spa Country","Victoria","Other",6.1411451
"19675",2014-07-01,"Spa Country","Victoria","Other",3.5138291
"19676",2014-10-01,"Spa Country","Victoria","Other",3.4603351
"19677",2015-01-01,"Spa Country","Victoria","Other",0
"19678",2015-04-01,"Spa Country","Victoria","Other",0.786883
"19679",2015-07-01,"Spa Country","Victoria","Other",2.3860038
"19680",2015-10-01,"Spa Country","Victoria","Other",6.5290613
"19681",2016-01-01,"Spa Country","Victoria","Other",2.4999345
"19682",2016-04-01,"Spa Country","Victoria","Other",0
"19683",2016-07-01,"Spa Country","Victoria","Other",3.7639986
"19684",2016-10-01,"Spa Country","Victoria","Other",0
"19685",1998-01-01,"Spa Country","Victoria","Visiting",21.3354921
"19686",1998-04-01,"Spa Country","Victoria","Visiting",23.1919044
"19687",1998-07-01,"Spa Country","Victoria","Visiting",6.4687742
"19688",1998-10-01,"Spa Country","Victoria","Visiting",25.7699135
"19689",1999-01-01,"Spa Country","Victoria","Visiting",13.9316637
"19690",1999-04-01,"Spa Country","Victoria","Visiting",24.8179365
"19691",1999-07-01,"Spa Country","Victoria","Visiting",3.3109903
"19692",1999-10-01,"Spa Country","Victoria","Visiting",8.087752
"19693",2000-01-01,"Spa Country","Victoria","Visiting",16.8762095
"19694",2000-04-01,"Spa Country","Victoria","Visiting",6.54468
"19695",2000-07-01,"Spa Country","Victoria","Visiting",11.8244846
"19696",2000-10-01,"Spa Country","Victoria","Visiting",34.2563737
"19697",2001-01-01,"Spa Country","Victoria","Visiting",27.4051302
"19698",2001-04-01,"Spa Country","Victoria","Visiting",22.3896185
"19699",2001-07-01,"Spa Country","Victoria","Visiting",6.799327
"19700",2001-10-01,"Spa Country","Victoria","Visiting",10.5691285
"19701",2002-01-01,"Spa Country","Victoria","Visiting",19.5454859
"19702",2002-04-01,"Spa Country","Victoria","Visiting",15.0794661
"19703",2002-07-01,"Spa Country","Victoria","Visiting",9.4168802
"19704",2002-10-01,"Spa Country","Victoria","Visiting",7.8279288
"19705",2003-01-01,"Spa Country","Victoria","Visiting",16.8326242
"19706",2003-04-01,"Spa Country","Victoria","Visiting",36.1107317
"19707",2003-07-01,"Spa Country","Victoria","Visiting",27.4455223
"19708",2003-10-01,"Spa Country","Victoria","Visiting",14.9763677
"19709",2004-01-01,"Spa Country","Victoria","Visiting",37.6466081
"19710",2004-04-01,"Spa Country","Victoria","Visiting",0.8790727
"19711",2004-07-01,"Spa Country","Victoria","Visiting",9.3256103
"19712",2004-10-01,"Spa Country","Victoria","Visiting",17.8526448
"19713",2005-01-01,"Spa Country","Victoria","Visiting",10.9049716
"19714",2005-04-01,"Spa Country","Victoria","Visiting",5.3961049
"19715",2005-07-01,"Spa Country","Victoria","Visiting",6.6372094
"19716",2005-10-01,"Spa Country","Victoria","Visiting",13.9538214
"19717",2006-01-01,"Spa Country","Victoria","Visiting",8.236079
"19718",2006-04-01,"Spa Country","Victoria","Visiting",10.486151
"19719",2006-07-01,"Spa Country","Victoria","Visiting",11.031535
"19720",2006-10-01,"Spa Country","Victoria","Visiting",14.39324
"19721",2007-01-01,"Spa Country","Victoria","Visiting",12.8214429
"19722",2007-04-01,"Spa Country","Victoria","Visiting",15.6278902
"19723",2007-07-01,"Spa Country","Victoria","Visiting",9.9913087
"19724",2007-10-01,"Spa Country","Victoria","Visiting",19.0703478
"19725",2008-01-01,"Spa Country","Victoria","Visiting",5.8378183
"19726",2008-04-01,"Spa Country","Victoria","Visiting",13.7233092
"19727",2008-07-01,"Spa Country","Victoria","Visiting",8.72617
"19728",2008-10-01,"Spa Country","Victoria","Visiting",3.8432802
"19729",2009-01-01,"Spa Country","Victoria","Visiting",11.4998742
"19730",2009-04-01,"Spa Country","Victoria","Visiting",10.9627462
"19731",2009-07-01,"Spa Country","Victoria","Visiting",0.8997135
"19732",2009-10-01,"Spa Country","Victoria","Visiting",7.8445447
"19733",2010-01-01,"Spa Country","Victoria","Visiting",8.6230654
"19734",2010-04-01,"Spa Country","Victoria","Visiting",18.4099814
"19735",2010-07-01,"Spa Country","Victoria","Visiting",9.4511246
"19736",2010-10-01,"Spa Country","Victoria","Visiting",26.2968258
"19737",2011-01-01,"Spa Country","Victoria","Visiting",4.7857747
"19738",2011-04-01,"Spa Country","Victoria","Visiting",11.5132732
"19739",2011-07-01,"Spa Country","Victoria","Visiting",7.6496967
"19740",2011-10-01,"Spa Country","Victoria","Visiting",12.2556572
"19741",2012-01-01,"Spa Country","Victoria","Visiting",15.8598059
"19742",2012-04-01,"Spa Country","Victoria","Visiting",22.4251307
"19743",2012-07-01,"Spa Country","Victoria","Visiting",7.3070582
"19744",2012-10-01,"Spa Country","Victoria","Visiting",21.811027
"19745",2013-01-01,"Spa Country","Victoria","Visiting",13.5279535
"19746",2013-04-01,"Spa Country","Victoria","Visiting",13.5371363
"19747",2013-07-01,"Spa Country","Victoria","Visiting",13.4058988
"19748",2013-10-01,"Spa Country","Victoria","Visiting",15.5535903
"19749",2014-01-01,"Spa Country","Victoria","Visiting",29.3695695
"19750",2014-04-01,"Spa Country","Victoria","Visiting",13.8918419
"19751",2014-07-01,"Spa Country","Victoria","Visiting",13.5454654
"19752",2014-10-01,"Spa Country","Victoria","Visiting",11.7315918
"19753",2015-01-01,"Spa Country","Victoria","Visiting",6.6771543
"19754",2015-04-01,"Spa Country","Victoria","Visiting",16.8689112
"19755",2015-07-01,"Spa Country","Victoria","Visiting",16.9395215
"19756",2015-10-01,"Spa Country","Victoria","Visiting",27.2264211
"19757",2016-01-01,"Spa Country","Victoria","Visiting",21.1758822
"19758",2016-04-01,"Spa Country","Victoria","Visiting",8.9922661
"19759",2016-07-01,"Spa Country","Victoria","Visiting",20.7769229
"19760",2016-10-01,"Spa Country","Victoria","Visiting",21.5688633
"19761",1998-01-01,"Sunshine Coast","Queensland","Business",64.8332303
"19762",1998-04-01,"Sunshine Coast","Queensland","Business",47.684423
"19763",1998-07-01,"Sunshine Coast","Queensland","Business",63.818577
"19764",1998-10-01,"Sunshine Coast","Queensland","Business",26.2376106
"19765",1999-01-01,"Sunshine Coast","Queensland","Business",54.7175689
"19766",1999-04-01,"Sunshine Coast","Queensland","Business",52.0111808
"19767",1999-07-01,"Sunshine Coast","Queensland","Business",40.4469985
"19768",1999-10-01,"Sunshine Coast","Queensland","Business",54.8108372
"19769",2000-01-01,"Sunshine Coast","Queensland","Business",75.6696624
"19770",2000-04-01,"Sunshine Coast","Queensland","Business",51.0962453
"19771",2000-07-01,"Sunshine Coast","Queensland","Business",37.9287442
"19772",2000-10-01,"Sunshine Coast","Queensland","Business",42.0120874
"19773",2001-01-01,"Sunshine Coast","Queensland","Business",45.4556203
"19774",2001-04-01,"Sunshine Coast","Queensland","Business",31.8411228
"19775",2001-07-01,"Sunshine Coast","Queensland","Business",44.273954
"19776",2001-10-01,"Sunshine Coast","Queensland","Business",26.1301914
"19777",2002-01-01,"Sunshine Coast","Queensland","Business",45.4234371
"19778",2002-04-01,"Sunshine Coast","Queensland","Business",56.5475839
"19779",2002-07-01,"Sunshine Coast","Queensland","Business",45.0823151
"19780",2002-10-01,"Sunshine Coast","Queensland","Business",37.9635657
"19781",2003-01-01,"Sunshine Coast","Queensland","Business",37.0327655
"19782",2003-04-01,"Sunshine Coast","Queensland","Business",33.8081215
"19783",2003-07-01,"Sunshine Coast","Queensland","Business",6.7190692
"19784",2003-10-01,"Sunshine Coast","Queensland","Business",49.2878131
"19785",2004-01-01,"Sunshine Coast","Queensland","Business",50.0431508
"19786",2004-04-01,"Sunshine Coast","Queensland","Business",63.3467765
"19787",2004-07-01,"Sunshine Coast","Queensland","Business",43.8623998
"19788",2004-10-01,"Sunshine Coast","Queensland","Business",39.9612345
"19789",2005-01-01,"Sunshine Coast","Queensland","Business",39.2004334
"19790",2005-04-01,"Sunshine Coast","Queensland","Business",73.6410364
"19791",2005-07-01,"Sunshine Coast","Queensland","Business",57.9236594
"19792",2005-10-01,"Sunshine Coast","Queensland","Business",50.5938846
"19793",2006-01-01,"Sunshine Coast","Queensland","Business",33.223153
"19794",2006-04-01,"Sunshine Coast","Queensland","Business",31.801792
"19795",2006-07-01,"Sunshine Coast","Queensland","Business",47.749235
"19796",2006-10-01,"Sunshine Coast","Queensland","Business",49.208657
"19797",2007-01-01,"Sunshine Coast","Queensland","Business",20.3845971
"19798",2007-04-01,"Sunshine Coast","Queensland","Business",69.2383301
"19799",2007-07-01,"Sunshine Coast","Queensland","Business",61.0776747
"19800",2007-10-01,"Sunshine Coast","Queensland","Business",35.0285519
"19801",2008-01-01,"Sunshine Coast","Queensland","Business",42.3599973
"19802",2008-04-01,"Sunshine Coast","Queensland","Business",72.6620458
"19803",2008-07-01,"Sunshine Coast","Queensland","Business",68.1632121
"19804",2008-10-01,"Sunshine Coast","Queensland","Business",28.2903604
"19805",2009-01-01,"Sunshine Coast","Queensland","Business",49.5979878
"19806",2009-04-01,"Sunshine Coast","Queensland","Business",11.2319075
"19807",2009-07-01,"Sunshine Coast","Queensland","Business",48.6684385
"19808",2009-10-01,"Sunshine Coast","Queensland","Business",44.5547106
"19809",2010-01-01,"Sunshine Coast","Queensland","Business",10.7192325
"19810",2010-04-01,"Sunshine Coast","Queensland","Business",15.3407088
